image_id,prefix
CelebA-HQ-img/10070.jpg,CelebAMask-HQ-mask-anno/5/10070
CelebA-HQ-img/10071.jpg,CelebAMask-HQ-mask-anno/5/10071
CelebA-HQ-img/10072.jpg,CelebAMask-HQ-mask-anno/5/10072
CelebA-HQ-img/10073.jpg,CelebAMask-HQ-mask-anno/5/10073
CelebA-HQ-img/10074.jpg,CelebAMask-HQ-mask-anno/5/10074
CelebA-HQ-img/10075.jpg,CelebAMask-HQ-mask-anno/5/10075
CelebA-HQ-img/10076.jpg,CelebAMask-HQ-mask-anno/5/10076
CelebA-HQ-img/10077.jpg,CelebAMask-HQ-mask-anno/5/10077
CelebA-HQ-img/10078.jpg,CelebAMask-HQ-mask-anno/5/10078
CelebA-HQ-img/10079.jpg,CelebAMask-HQ-mask-anno/5/10079
CelebA-HQ-img/1007.jpg,CelebAMask-HQ-mask-anno/0/01007
CelebA-HQ-img/10080.jpg,CelebAMask-HQ-mask-anno/5/10080
CelebA-HQ-img/10081.jpg,CelebAMask-HQ-mask-anno/5/10081
CelebA-HQ-img/10082.jpg,CelebAMask-HQ-mask-anno/5/10082
CelebA-HQ-img/10083.jpg,CelebAMask-HQ-mask-anno/5/10083
CelebA-HQ-img/10084.jpg,CelebAMask-HQ-mask-anno/5/10084
CelebA-HQ-img/10085.jpg,CelebAMask-HQ-mask-anno/5/10085
CelebA-HQ-img/10086.jpg,CelebAMask-HQ-mask-anno/5/10086
CelebA-HQ-img/10087.jpg,CelebAMask-HQ-mask-anno/5/10087
CelebA-HQ-img/10088.jpg,CelebAMask-HQ-mask-anno/5/10088
CelebA-HQ-img/10089.jpg,CelebAMask-HQ-mask-anno/5/10089
CelebA-HQ-img/1008.jpg,CelebAMask-HQ-mask-anno/0/01008
CelebA-HQ-img/10090.jpg,CelebAMask-HQ-mask-anno/5/10090
CelebA-HQ-img/10091.jpg,CelebAMask-HQ-mask-anno/5/10091
CelebA-HQ-img/10092.jpg,CelebAMask-HQ-mask-anno/5/10092
CelebA-HQ-img/10093.jpg,CelebAMask-HQ-mask-anno/5/10093
CelebA-HQ-img/10094.jpg,CelebAMask-HQ-mask-anno/5/10094
CelebA-HQ-img/10095.jpg,CelebAMask-HQ-mask-anno/5/10095
CelebA-HQ-img/10096.jpg,CelebAMask-HQ-mask-anno/5/10096
CelebA-HQ-img/10097.jpg,CelebAMask-HQ-mask-anno/5/10097
CelebA-HQ-img/10098.jpg,CelebAMask-HQ-mask-anno/5/10098
CelebA-HQ-img/10099.jpg,CelebAMask-HQ-mask-anno/5/10099
CelebA-HQ-img/1009.jpg,CelebAMask-HQ-mask-anno/0/01009
CelebA-HQ-img/100.jpg,CelebAMask-HQ-mask-anno/0/00100
CelebA-HQ-img/10100.jpg,CelebAMask-HQ-mask-anno/5/10100
CelebA-HQ-img/10101.jpg,CelebAMask-HQ-mask-anno/5/10101
CelebA-HQ-img/10102.jpg,CelebAMask-HQ-mask-anno/5/10102
CelebA-HQ-img/10103.jpg,CelebAMask-HQ-mask-anno/5/10103
CelebA-HQ-img/10104.jpg,CelebAMask-HQ-mask-anno/5/10104
CelebA-HQ-img/10105.jpg,CelebAMask-HQ-mask-anno/5/10105
CelebA-HQ-img/10106.jpg,CelebAMask-HQ-mask-anno/5/10106
CelebA-HQ-img/10107.jpg,CelebAMask-HQ-mask-anno/5/10107
CelebA-HQ-img/10108.jpg,CelebAMask-HQ-mask-anno/5/10108
CelebA-HQ-img/10109.jpg,CelebAMask-HQ-mask-anno/5/10109
CelebA-HQ-img/1010.jpg,CelebAMask-HQ-mask-anno/0/01010
CelebA-HQ-img/10110.jpg,CelebAMask-HQ-mask-anno/5/10110
CelebA-HQ-img/10111.jpg,CelebAMask-HQ-mask-anno/5/10111
CelebA-HQ-img/10112.jpg,CelebAMask-HQ-mask-anno/5/10112
CelebA-HQ-img/10113.jpg,CelebAMask-HQ-mask-anno/5/10113
CelebA-HQ-img/10114.jpg,CelebAMask-HQ-mask-anno/5/10114
CelebA-HQ-img/10115.jpg,CelebAMask-HQ-mask-anno/5/10115
CelebA-HQ-img/10116.jpg,CelebAMask-HQ-mask-anno/5/10116
CelebA-HQ-img/10117.jpg,CelebAMask-HQ-mask-anno/5/10117
CelebA-HQ-img/10118.jpg,CelebAMask-HQ-mask-anno/5/10118
CelebA-HQ-img/10119.jpg,CelebAMask-HQ-mask-anno/5/10119
CelebA-HQ-img/1011.jpg,CelebAMask-HQ-mask-anno/0/01011
CelebA-HQ-img/10120.jpg,CelebAMask-HQ-mask-anno/5/10120
CelebA-HQ-img/10121.jpg,CelebAMask-HQ-mask-anno/5/10121
CelebA-HQ-img/10122.jpg,CelebAMask-HQ-mask-anno/5/10122
CelebA-HQ-img/10123.jpg,CelebAMask-HQ-mask-anno/5/10123
CelebA-HQ-img/10124.jpg,CelebAMask-HQ-mask-anno/5/10124
CelebA-HQ-img/10125.jpg,CelebAMask-HQ-mask-anno/5/10125
CelebA-HQ-img/10126.jpg,CelebAMask-HQ-mask-anno/5/10126
CelebA-HQ-img/10127.jpg,CelebAMask-HQ-mask-anno/5/10127
CelebA-HQ-img/10128.jpg,CelebAMask-HQ-mask-anno/5/10128
CelebA-HQ-img/10129.jpg,CelebAMask-HQ-mask-anno/5/10129
CelebA-HQ-img/1012.jpg,CelebAMask-HQ-mask-anno/0/01012
CelebA-HQ-img/10130.jpg,CelebAMask-HQ-mask-anno/5/10130
CelebA-HQ-img/10131.jpg,CelebAMask-HQ-mask-anno/5/10131
CelebA-HQ-img/10132.jpg,CelebAMask-HQ-mask-anno/5/10132
CelebA-HQ-img/10133.jpg,CelebAMask-HQ-mask-anno/5/10133
CelebA-HQ-img/10134.jpg,CelebAMask-HQ-mask-anno/5/10134
CelebA-HQ-img/10135.jpg,CelebAMask-HQ-mask-anno/5/10135
CelebA-HQ-img/10136.jpg,CelebAMask-HQ-mask-anno/5/10136
CelebA-HQ-img/10137.jpg,CelebAMask-HQ-mask-anno/5/10137
CelebA-HQ-img/10138.jpg,CelebAMask-HQ-mask-anno/5/10138
CelebA-HQ-img/10139.jpg,CelebAMask-HQ-mask-anno/5/10139
CelebA-HQ-img/1013.jpg,CelebAMask-HQ-mask-anno/0/01013
CelebA-HQ-img/10140.jpg,CelebAMask-HQ-mask-anno/5/10140
CelebA-HQ-img/10141.jpg,CelebAMask-HQ-mask-anno/5/10141
CelebA-HQ-img/10142.jpg,CelebAMask-HQ-mask-anno/5/10142
CelebA-HQ-img/10143.jpg,CelebAMask-HQ-mask-anno/5/10143
CelebA-HQ-img/10144.jpg,CelebAMask-HQ-mask-anno/5/10144
CelebA-HQ-img/10145.jpg,CelebAMask-HQ-mask-anno/5/10145
CelebA-HQ-img/10146.jpg,CelebAMask-HQ-mask-anno/5/10146
CelebA-HQ-img/10147.jpg,CelebAMask-HQ-mask-anno/5/10147
CelebA-HQ-img/10148.jpg,CelebAMask-HQ-mask-anno/5/10148
CelebA-HQ-img/10149.jpg,CelebAMask-HQ-mask-anno/5/10149
CelebA-HQ-img/1014.jpg,CelebAMask-HQ-mask-anno/0/01014
CelebA-HQ-img/10150.jpg,CelebAMask-HQ-mask-anno/5/10150
CelebA-HQ-img/10151.jpg,CelebAMask-HQ-mask-anno/5/10151
CelebA-HQ-img/10152.jpg,CelebAMask-HQ-mask-anno/5/10152
CelebA-HQ-img/10153.jpg,CelebAMask-HQ-mask-anno/5/10153
CelebA-HQ-img/10154.jpg,CelebAMask-HQ-mask-anno/5/10154
CelebA-HQ-img/10155.jpg,CelebAMask-HQ-mask-anno/5/10155
CelebA-HQ-img/10156.jpg,CelebAMask-HQ-mask-anno/5/10156
CelebA-HQ-img/10157.jpg,CelebAMask-HQ-mask-anno/5/10157
CelebA-HQ-img/10158.jpg,CelebAMask-HQ-mask-anno/5/10158
CelebA-HQ-img/10159.jpg,CelebAMask-HQ-mask-anno/5/10159
CelebA-HQ-img/1015.jpg,CelebAMask-HQ-mask-anno/0/01015
CelebA-HQ-img/10160.jpg,CelebAMask-HQ-mask-anno/5/10160
CelebA-HQ-img/10161.jpg,CelebAMask-HQ-mask-anno/5/10161
CelebA-HQ-img/10162.jpg,CelebAMask-HQ-mask-anno/5/10162
CelebA-HQ-img/10163.jpg,CelebAMask-HQ-mask-anno/5/10163
CelebA-HQ-img/10164.jpg,CelebAMask-HQ-mask-anno/5/10164
CelebA-HQ-img/10165.jpg,CelebAMask-HQ-mask-anno/5/10165
CelebA-HQ-img/10166.jpg,CelebAMask-HQ-mask-anno/5/10166
CelebA-HQ-img/10167.jpg,CelebAMask-HQ-mask-anno/5/10167
CelebA-HQ-img/10168.jpg,CelebAMask-HQ-mask-anno/5/10168
CelebA-HQ-img/10169.jpg,CelebAMask-HQ-mask-anno/5/10169
CelebA-HQ-img/1016.jpg,CelebAMask-HQ-mask-anno/0/01016
CelebA-HQ-img/10170.jpg,CelebAMask-HQ-mask-anno/5/10170
CelebA-HQ-img/10171.jpg,CelebAMask-HQ-mask-anno/5/10171
CelebA-HQ-img/10172.jpg,CelebAMask-HQ-mask-anno/5/10172
CelebA-HQ-img/10173.jpg,CelebAMask-HQ-mask-anno/5/10173
CelebA-HQ-img/10174.jpg,CelebAMask-HQ-mask-anno/5/10174
CelebA-HQ-img/10175.jpg,CelebAMask-HQ-mask-anno/5/10175
CelebA-HQ-img/10176.jpg,CelebAMask-HQ-mask-anno/5/10176
CelebA-HQ-img/10177.jpg,CelebAMask-HQ-mask-anno/5/10177
CelebA-HQ-img/10178.jpg,CelebAMask-HQ-mask-anno/5/10178
CelebA-HQ-img/10179.jpg,CelebAMask-HQ-mask-anno/5/10179
CelebA-HQ-img/1017.jpg,CelebAMask-HQ-mask-anno/0/01017
CelebA-HQ-img/10180.jpg,CelebAMask-HQ-mask-anno/5/10180
CelebA-HQ-img/10181.jpg,CelebAMask-HQ-mask-anno/5/10181
CelebA-HQ-img/10182.jpg,CelebAMask-HQ-mask-anno/5/10182
CelebA-HQ-img/10183.jpg,CelebAMask-HQ-mask-anno/5/10183
CelebA-HQ-img/10184.jpg,CelebAMask-HQ-mask-anno/5/10184
CelebA-HQ-img/10185.jpg,CelebAMask-HQ-mask-anno/5/10185
CelebA-HQ-img/10186.jpg,CelebAMask-HQ-mask-anno/5/10186
CelebA-HQ-img/10187.jpg,CelebAMask-HQ-mask-anno/5/10187
CelebA-HQ-img/10188.jpg,CelebAMask-HQ-mask-anno/5/10188
CelebA-HQ-img/10189.jpg,CelebAMask-HQ-mask-anno/5/10189
CelebA-HQ-img/1018.jpg,CelebAMask-HQ-mask-anno/0/01018
CelebA-HQ-img/10190.jpg,CelebAMask-HQ-mask-anno/5/10190
CelebA-HQ-img/10191.jpg,CelebAMask-HQ-mask-anno/5/10191
CelebA-HQ-img/10192.jpg,CelebAMask-HQ-mask-anno/5/10192
CelebA-HQ-img/10193.jpg,CelebAMask-HQ-mask-anno/5/10193
CelebA-HQ-img/10194.jpg,CelebAMask-HQ-mask-anno/5/10194
CelebA-HQ-img/10195.jpg,CelebAMask-HQ-mask-anno/5/10195
CelebA-HQ-img/10196.jpg,CelebAMask-HQ-mask-anno/5/10196
CelebA-HQ-img/10197.jpg,CelebAMask-HQ-mask-anno/5/10197
CelebA-HQ-img/10198.jpg,CelebAMask-HQ-mask-anno/5/10198
CelebA-HQ-img/10199.jpg,CelebAMask-HQ-mask-anno/5/10199
CelebA-HQ-img/1019.jpg,CelebAMask-HQ-mask-anno/0/01019
CelebA-HQ-img/101.jpg,CelebAMask-HQ-mask-anno/0/00101
CelebA-HQ-img/10200.jpg,CelebAMask-HQ-mask-anno/5/10200
CelebA-HQ-img/10201.jpg,CelebAMask-HQ-mask-anno/5/10201
CelebA-HQ-img/10202.jpg,CelebAMask-HQ-mask-anno/5/10202
CelebA-HQ-img/10203.jpg,CelebAMask-HQ-mask-anno/5/10203
CelebA-HQ-img/10204.jpg,CelebAMask-HQ-mask-anno/5/10204
CelebA-HQ-img/10205.jpg,CelebAMask-HQ-mask-anno/5/10205
CelebA-HQ-img/10206.jpg,CelebAMask-HQ-mask-anno/5/10206
CelebA-HQ-img/10207.jpg,CelebAMask-HQ-mask-anno/5/10207
CelebA-HQ-img/10208.jpg,CelebAMask-HQ-mask-anno/5/10208
CelebA-HQ-img/10209.jpg,CelebAMask-HQ-mask-anno/5/10209
CelebA-HQ-img/1020.jpg,CelebAMask-HQ-mask-anno/0/01020
CelebA-HQ-img/10210.jpg,CelebAMask-HQ-mask-anno/5/10210
CelebA-HQ-img/10211.jpg,CelebAMask-HQ-mask-anno/5/10211
CelebA-HQ-img/10212.jpg,CelebAMask-HQ-mask-anno/5/10212
CelebA-HQ-img/10213.jpg,CelebAMask-HQ-mask-anno/5/10213
CelebA-HQ-img/10214.jpg,CelebAMask-HQ-mask-anno/5/10214
CelebA-HQ-img/10215.jpg,CelebAMask-HQ-mask-anno/5/10215
CelebA-HQ-img/10216.jpg,CelebAMask-HQ-mask-anno/5/10216
CelebA-HQ-img/10217.jpg,CelebAMask-HQ-mask-anno/5/10217
CelebA-HQ-img/10218.jpg,CelebAMask-HQ-mask-anno/5/10218
CelebA-HQ-img/10219.jpg,CelebAMask-HQ-mask-anno/5/10219
CelebA-HQ-img/1021.jpg,CelebAMask-HQ-mask-anno/0/01021
CelebA-HQ-img/10220.jpg,CelebAMask-HQ-mask-anno/5/10220
CelebA-HQ-img/10221.jpg,CelebAMask-HQ-mask-anno/5/10221
CelebA-HQ-img/10222.jpg,CelebAMask-HQ-mask-anno/5/10222
CelebA-HQ-img/10223.jpg,CelebAMask-HQ-mask-anno/5/10223
CelebA-HQ-img/10224.jpg,CelebAMask-HQ-mask-anno/5/10224
CelebA-HQ-img/10225.jpg,CelebAMask-HQ-mask-anno/5/10225
CelebA-HQ-img/10226.jpg,CelebAMask-HQ-mask-anno/5/10226
CelebA-HQ-img/10227.jpg,CelebAMask-HQ-mask-anno/5/10227
CelebA-HQ-img/10228.jpg,CelebAMask-HQ-mask-anno/5/10228
CelebA-HQ-img/10229.jpg,CelebAMask-HQ-mask-anno/5/10229
CelebA-HQ-img/1022.jpg,CelebAMask-HQ-mask-anno/0/01022
CelebA-HQ-img/10230.jpg,CelebAMask-HQ-mask-anno/5/10230
CelebA-HQ-img/10231.jpg,CelebAMask-HQ-mask-anno/5/10231
CelebA-HQ-img/10232.jpg,CelebAMask-HQ-mask-anno/5/10232
CelebA-HQ-img/10233.jpg,CelebAMask-HQ-mask-anno/5/10233
CelebA-HQ-img/10234.jpg,CelebAMask-HQ-mask-anno/5/10234
CelebA-HQ-img/10235.jpg,CelebAMask-HQ-mask-anno/5/10235
CelebA-HQ-img/10236.jpg,CelebAMask-HQ-mask-anno/5/10236
CelebA-HQ-img/10237.jpg,CelebAMask-HQ-mask-anno/5/10237
CelebA-HQ-img/10238.jpg,CelebAMask-HQ-mask-anno/5/10238
CelebA-HQ-img/10239.jpg,CelebAMask-HQ-mask-anno/5/10239
CelebA-HQ-img/1023.jpg,CelebAMask-HQ-mask-anno/0/01023
CelebA-HQ-img/10240.jpg,CelebAMask-HQ-mask-anno/5/10240
CelebA-HQ-img/10241.jpg,CelebAMask-HQ-mask-anno/5/10241
CelebA-HQ-img/10242.jpg,CelebAMask-HQ-mask-anno/5/10242
CelebA-HQ-img/10243.jpg,CelebAMask-HQ-mask-anno/5/10243
CelebA-HQ-img/10244.jpg,CelebAMask-HQ-mask-anno/5/10244
CelebA-HQ-img/10245.jpg,CelebAMask-HQ-mask-anno/5/10245
CelebA-HQ-img/10246.jpg,CelebAMask-HQ-mask-anno/5/10246
CelebA-HQ-img/10247.jpg,CelebAMask-HQ-mask-anno/5/10247
CelebA-HQ-img/10248.jpg,CelebAMask-HQ-mask-anno/5/10248
CelebA-HQ-img/10249.jpg,CelebAMask-HQ-mask-anno/5/10249
CelebA-HQ-img/1024.jpg,CelebAMask-HQ-mask-anno/0/01024
CelebA-HQ-img/10250.jpg,CelebAMask-HQ-mask-anno/5/10250
CelebA-HQ-img/10251.jpg,CelebAMask-HQ-mask-anno/5/10251
CelebA-HQ-img/10252.jpg,CelebAMask-HQ-mask-anno/5/10252
CelebA-HQ-img/10253.jpg,CelebAMask-HQ-mask-anno/5/10253
CelebA-HQ-img/10254.jpg,CelebAMask-HQ-mask-anno/5/10254
CelebA-HQ-img/10255.jpg,CelebAMask-HQ-mask-anno/5/10255
CelebA-HQ-img/10256.jpg,CelebAMask-HQ-mask-anno/5/10256
CelebA-HQ-img/10257.jpg,CelebAMask-HQ-mask-anno/5/10257
CelebA-HQ-img/10258.jpg,CelebAMask-HQ-mask-anno/5/10258
CelebA-HQ-img/10259.jpg,CelebAMask-HQ-mask-anno/5/10259
CelebA-HQ-img/1025.jpg,CelebAMask-HQ-mask-anno/0/01025
CelebA-HQ-img/10260.jpg,CelebAMask-HQ-mask-anno/5/10260
CelebA-HQ-img/10261.jpg,CelebAMask-HQ-mask-anno/5/10261
CelebA-HQ-img/10262.jpg,CelebAMask-HQ-mask-anno/5/10262
CelebA-HQ-img/10263.jpg,CelebAMask-HQ-mask-anno/5/10263
CelebA-HQ-img/10264.jpg,CelebAMask-HQ-mask-anno/5/10264
CelebA-HQ-img/10265.jpg,CelebAMask-HQ-mask-anno/5/10265
CelebA-HQ-img/10266.jpg,CelebAMask-HQ-mask-anno/5/10266
CelebA-HQ-img/10267.jpg,CelebAMask-HQ-mask-anno/5/10267
CelebA-HQ-img/10268.jpg,CelebAMask-HQ-mask-anno/5/10268
CelebA-HQ-img/10269.jpg,CelebAMask-HQ-mask-anno/5/10269
CelebA-HQ-img/1026.jpg,CelebAMask-HQ-mask-anno/0/01026
CelebA-HQ-img/10270.jpg,CelebAMask-HQ-mask-anno/5/10270
CelebA-HQ-img/10271.jpg,CelebAMask-HQ-mask-anno/5/10271
CelebA-HQ-img/10272.jpg,CelebAMask-HQ-mask-anno/5/10272
CelebA-HQ-img/10273.jpg,CelebAMask-HQ-mask-anno/5/10273
CelebA-HQ-img/10274.jpg,CelebAMask-HQ-mask-anno/5/10274
CelebA-HQ-img/10275.jpg,CelebAMask-HQ-mask-anno/5/10275
CelebA-HQ-img/10276.jpg,CelebAMask-HQ-mask-anno/5/10276
CelebA-HQ-img/10277.jpg,CelebAMask-HQ-mask-anno/5/10277
CelebA-HQ-img/10278.jpg,CelebAMask-HQ-mask-anno/5/10278
CelebA-HQ-img/10279.jpg,CelebAMask-HQ-mask-anno/5/10279
CelebA-HQ-img/1027.jpg,CelebAMask-HQ-mask-anno/0/01027
CelebA-HQ-img/10280.jpg,CelebAMask-HQ-mask-anno/5/10280
CelebA-HQ-img/10281.jpg,CelebAMask-HQ-mask-anno/5/10281
CelebA-HQ-img/10282.jpg,CelebAMask-HQ-mask-anno/5/10282
CelebA-HQ-img/10283.jpg,CelebAMask-HQ-mask-anno/5/10283
CelebA-HQ-img/10284.jpg,CelebAMask-HQ-mask-anno/5/10284
CelebA-HQ-img/10285.jpg,CelebAMask-HQ-mask-anno/5/10285
CelebA-HQ-img/10286.jpg,CelebAMask-HQ-mask-anno/5/10286
CelebA-HQ-img/10287.jpg,CelebAMask-HQ-mask-anno/5/10287
CelebA-HQ-img/10288.jpg,CelebAMask-HQ-mask-anno/5/10288
CelebA-HQ-img/10289.jpg,CelebAMask-HQ-mask-anno/5/10289
CelebA-HQ-img/1028.jpg,CelebAMask-HQ-mask-anno/0/01028
CelebA-HQ-img/10290.jpg,CelebAMask-HQ-mask-anno/5/10290
CelebA-HQ-img/10291.jpg,CelebAMask-HQ-mask-anno/5/10291
CelebA-HQ-img/10292.jpg,CelebAMask-HQ-mask-anno/5/10292
CelebA-HQ-img/10293.jpg,CelebAMask-HQ-mask-anno/5/10293
CelebA-HQ-img/10294.jpg,CelebAMask-HQ-mask-anno/5/10294
CelebA-HQ-img/10295.jpg,CelebAMask-HQ-mask-anno/5/10295
CelebA-HQ-img/10296.jpg,CelebAMask-HQ-mask-anno/5/10296
CelebA-HQ-img/10297.jpg,CelebAMask-HQ-mask-anno/5/10297
CelebA-HQ-img/10298.jpg,CelebAMask-HQ-mask-anno/5/10298
CelebA-HQ-img/10299.jpg,CelebAMask-HQ-mask-anno/5/10299
CelebA-HQ-img/1029.jpg,CelebAMask-HQ-mask-anno/0/01029
CelebA-HQ-img/102.jpg,CelebAMask-HQ-mask-anno/0/00102
CelebA-HQ-img/10300.jpg,CelebAMask-HQ-mask-anno/5/10300
CelebA-HQ-img/10301.jpg,CelebAMask-HQ-mask-anno/5/10301
CelebA-HQ-img/10302.jpg,CelebAMask-HQ-mask-anno/5/10302
CelebA-HQ-img/10303.jpg,CelebAMask-HQ-mask-anno/5/10303
CelebA-HQ-img/10304.jpg,CelebAMask-HQ-mask-anno/5/10304
CelebA-HQ-img/10305.jpg,CelebAMask-HQ-mask-anno/5/10305
CelebA-HQ-img/10306.jpg,CelebAMask-HQ-mask-anno/5/10306
CelebA-HQ-img/10307.jpg,CelebAMask-HQ-mask-anno/5/10307
CelebA-HQ-img/10308.jpg,CelebAMask-HQ-mask-anno/5/10308
CelebA-HQ-img/10309.jpg,CelebAMask-HQ-mask-anno/5/10309
CelebA-HQ-img/1030.jpg,CelebAMask-HQ-mask-anno/0/01030
CelebA-HQ-img/10310.jpg,CelebAMask-HQ-mask-anno/5/10310
CelebA-HQ-img/10311.jpg,CelebAMask-HQ-mask-anno/5/10311
CelebA-HQ-img/10312.jpg,CelebAMask-HQ-mask-anno/5/10312
CelebA-HQ-img/10313.jpg,CelebAMask-HQ-mask-anno/5/10313
